Timestamp,Gender,What is your age?,What is your religion?,Which area do you come from?,How many siblings do you have?,Have you ever visited any counselor/therapist?,What is your relationship status?,How many hours of sleep do you get everyday?,What kind of dreams do you get?,Which food do you prefer?, Do you have your meals on time?,How many litres of water do you drink in a day?,Do you workout often?,What time do you normally wake up in the morning?,What time do you normally wake up in the morning on an off-day?,Did your school have a counselor?, What kind of school did you attend?,How did you travel to school?,Which was your favorite subject?," During school life, have you had any concerns about your/your friend's mental health e.g. stress, anxiety, low mood?","If yes, did you feel you had enough understanding and information on the problem?",Who has supported you/your friend with mental health stuff?,What was your financial condition growing up?,What is your opinion about ‘peer pressure’?,What stream did you choose? (Higher Secondary School),What age did you get a phone for yourself?,How often did you participate in non-curricular activities?, Were you ever part of the school cabinet? (Head girl/ Head boy or house captain), Were you ever part of the school sports team?,How often were you called to the principal’s office for any form of mischief/misbehavior?,Do you talk to one or more of your classmates from your school days on a  weekly or daily basis?,What areas of life do you think impact mental health that you might want help with,Which relationships do you feel you might want support with. This could include education and strategies to cope with problems., Do you like reading books? ,Do you read the newspaper/ keep up with the happenings of the world?,What social media platforms do you use? ,Do you look forward to the weekend?,What is your plan for a holiday?,How hopeful are you about achieving your college related goals or future job prospects?,What makes you happy?,What are your energy levels like when I finish my day?,How much time do you have to travel to reach your place of study?,How excited do you get for your birthday?, Do you smoke? ,How often do you consume alcohol?,Stigma,Do you meditate or use other techniques in order to feel relaxed or happy?,Does your college/university have a counsellor?,Would you say that your college is addressing the mental health concerns among its students?,"Do you agree or disagree, that college life affects your mental health?",What are the major reasons you feel in a way college life may affect your mental health?,Do you as a student have a good social life at university/college?,Do you have good friends at college/university?,Do you participate in extra curricular activities?,Do you feel respected and wanted among your classmates?,Do you get enough free time in college/university?,Does your college have a proper schedule that the staff maintains to follow?,Are you enjoying the course you are studying?,Do you feel like you are studying something new and useful in college/university?,Are you happy/satisfied with the marks which you achieve?,Do you feel you are doing well now in college/university in comparison to your school or high school performances?,Do you feel pressure in order to meet the deadlines to submit assignments or projects?,"Do you find sufficient time to focus on your hobbies, extra curricular activities?","Can you balance personal, social, and academics responsibilities?",Do you right now have a clear vision of what you want to achieve  career-wise in future?,Are you happy with your college life?,Have you or anyone you know experienced cyber bullying?
3/30/2021 14:11:14,Male,23,Hindu,Rural,1,No,Single,More than 8,Nightmare,Homemade,Yes,More than 3.5 L,Yes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Foot,Mathematics,No,No,I did not want support,Can afford luxuries,"It’s bad, but I have fallen for it",Science,Before 12th std (10th std - 11th std),Sometimes,No,No,Never,Yes,School stress,BF or GF,Yes,Yes,Instagram,Yes,Travel alone ,2,Being around animals,2,1 hour,1,Never smoked,On occasion,,Sometimes,Yes,No,Agree,Pressure to succeed in academics,Maybe,Maybe,No,Maybe,Sometimes,Yes,Maybe,Maybe,Maybe,No,Yes,No,No,Not sure,Maybe,No
3/30/2021 14:14:27,Female,23,Hindu,Urban,2,Yes,Single,Between 4 and 7,Dreams of success,Homemade,Sometimes,2.5 L,Don't get time,Between 7 am and 9 am,Never a constant time,Yes,Co-ed (Girls and boys),Bus or van with other students,Mathematics,Maybe,Yes,Teacher,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Sometimes,Yes,No,Never,Yes,"Family problems, Anxiety and or depression, Suicidal thoughts, Self-harm, Fear of the future/planning the future, Eating disorders, Domestic and family violence/fighting at home","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",No,No,"Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones",3,"Being around people you love, Your work/study, Food",1,1 hour,4,Never smoked,Never,,Sometimes,Yes,Maybe,Neutral,"Pressure to succeed in academics, Financial stress, Submissions and project work",Yes,Yes,Yes,Yes,Sometimes,Maybe,Maybe,No,No,No,Yes,No,No,No,No,No
3/30/2021 14:17:29,Male,25,Hindu,Rural,1,No,Single,Between 4 and 7,Good,Homemade,Sometimes,Less than 1.5 L,Sometimes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Foot,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Maybe,Yes,"School counsellor, Friend, Parent","Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Never,Yes,"Fear of the future/planning the future, Phone addiction/fights","With my teachers, With my friends (difficulties or break downs/loss of the friendship)",Yes,Sometimes,"Facebook, Instagram",Yes,Sleep,4,"Being around people you love, Food",4,1 hour,2,Never smoked,Never,,Sometimes,I don't know,Maybe,Agree,"Pressure to succeed in academics, Submissions and project work",Yes,Yes,Yes,Maybe,Sometimes,Yes,Maybe,Yes,No,No,Yes,Sometimes,Maybe,Not sure,Maybe,Yes
3/30/2021 14:33:39,Female,25,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Sometimes,1.5  L,Sometimes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Foot,Mathematics,No,,I did not want support,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Commerce,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Only a few times,Yes,Fear of the future/planning the future,With my parents,No,No,Instagram,Yes,"Hangout with friends and family, dear ones",2,Being around animals,4,Less than 1 hour,5,Never smoked,Never,,,Yes,Maybe,Disagree,Submissions and project work,Maybe,I don't know,No,Maybe,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No
3/31/2021 0:19:12,Male,23,Hindu,Urban,None,No,Single,Between 4 and 7,Good,Homemade,Yes,3.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Cycling,History,No,,Parent,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,No,No,Only a few times,Yes,School stress,With my parents,Yes,Sometimes,"Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones, Sleep",3,"Being around people you love, Being around animals, Food",1,Less than 1 hour,4,Never smoked,Never,,Yes,Maybe,Maybe,Agree,"Uncertainty about which major or career path to choose, Submissions and project work",Yes,Yes,Yes,Maybe,No,No,I don't know,,Maybe,Yes,Yes,No,No,Yes,No,No
3/30/2021 15:07:36,Female,23,Hindu,Urban,2,No,In a relationship,Between 4 and 7,Dreams of failure,Outside food,Sometimes,Less than 1.5 L,Don't get time,Between 7 am and 9 am,Between 5 am and 7 am,No,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Maybe,Yes,There wasn't support I wanted to access,Finding it difficult to make ends meet,"It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),When I was forced to,No,No,Never,No,"School stress, Family problems, Anxiety and or depression, Self esteem, Friendship issues","With my parents, With my friends (difficulties or break downs/loss of the friendship)",No,No,"Facebook, Instagram",Yes,"Hangout with friends and family, dear ones",4,"Being around people you love, Being around animals, Food",2,1 hour,5,Never smoked,On occasion,,No,Yes,Maybe,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Submissions and project work",No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Maybe,No,No,No
3/30/2021 15:27:16,Female,23,Hindu,Rural,3,No,Single,Between 4 and 7,Nightmare,Homemade,Yes,2.5 L,No,Between 7 am and 9 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,No,I did not want support,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,No,No,Never,No,"Anxiety and or depression, Self esteem, Phone addiction/fights","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Yes,"Instagram, Twitter, Snapchat",Yes,"Hangout with friends and family, dear ones",3,Being around people you love,3,2 hours,3,Never smoked,Never,,No,Yes,Not aware,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",I don't know,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
3/30/2021 15:30:49,Male,22,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Outside food,Sometimes,2.5 L,Sometimes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Car or bike,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Yes,No,Friend,Finding it difficult to make ends meet,"It’s bad, but I have fallen for it",Commerce,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Only a few times,Yes,"Family problems, Anxiety and or depression, Sex and relationships, Phone addiction/fights","With my parents, With my friends (difficulties or break downs/loss of the friendship)",No,Sometimes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones",3,Being around people you love,3,Less than 1 hour,4,Sometimes,On occasion,,No,Yes,Maybe,Agree,Increased social media use,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,No,No,Yes,Yes,Maybe,Not sure,Yes,Yes
3/30/2021 15:36:12,Female,22,Hindu,Urban,1,No,Single,Less than 4,Nightmare,Homemade,No,2.5 L,Sometimes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Foot,Science,No,No,I did not want support,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Only a few times,Yes,Fear of the future/planning the future,With my friends (difficulties or break downs/loss of the friendship),Yes,Yes,Instagram,Yes,"Hangout with friends and family, dear ones",3,Being around animals,1,Less than 1 hour,1,Never smoked,Never,,Sometimes,Yes,No,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose",Yes,Yes,Yes,Yes,No,No,I don't know,No,No,No,Sometimes,No,No,No,No,No
3/30/2021 15:46:03,Female,24,Muslim,Urban,1,Yes,Single,More than 8,Good,Outside food,Yes,3.5 L,Yes,Never a constant time,After 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Science,Maybe,No,Other adult,Finding it difficult to make ends meet,"It’s bad, but I have fallen for it",Science,Before/during PG,When I was forced to,Yes,No,Never,Yes,"Body image, Anxiety and or depression, Suicidal thoughts, Self-harm, Sex and relationships, Fear of the future/planning the future, I think parents need an information/support group","With my friends (difficulties or break downs/loss of the friendship), BF or GF",Yes,Yes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing",2,"Being around people you love, Food",1,2 hours,3,Never smoked,On occasion,,Yes,No,No,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",Maybe,Yes,No,Maybe,No,Maybe,Yes,Maybe,Yes,No,Yes,No,No,No,No,No
3/30/2021 15:57:22,Female,20,Hindu,Rural,3,No,Single,More than 8,Nightmare,Homemade,Sometimes,2.5 L,Sometimes,Between 5 am and 7 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Bus or van with other students,Mathematics,No,Yes,Friend,"Can afford the necessities, not more","It’s bad, but I have fallen for it",Commerce,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Never,Yes,"Family problems, Child abuse/neglect that may have happened","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Yes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones",2,"Being around people you love, Being around animals, Food",1,Less than 1 hour,5,Never smoked,Never,,Yes,Yes,No,Disagree,Financial stress,Maybe,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Sometimes,Maybe,Not sure,Yes,No
3/30/2021 15:58:23,Female,23,Hindu,Urban,None,No,Single,More than 8,Good,Homemade,Sometimes,1.5  L,Don't get time,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Car or bike,Science,No,,,"Can afford the necessities, not more",its bad,Science,Before 12th std (10th std - 11th std),Sometimes,Yes,No,Never,Yes,,With my friends (difficulties or break downs/loss of the friendship),No,Sometimes,Instagram,Yes,Do nothing,3,Being around people you love,3,1 hour,,Never smoked,Never,,No,I don't know,,Agree,Submissions and project work,Yes,Yes,No,,,Yes,,,,,Yes,No,Maybe,,Sometimes,No
3/30/2021 16:03:33,Female,23,Hindu,Urban,2,No,Single,Between 4 and 7,Good,Homemade,Yes,3.5 L,Yes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Car or bike,Mathematics,No,No,"Friend, Parent","Can afford the necessities, not more","It’s bad, but I have fallen for it",Arts,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Never,No,"School stress, Family problems, Gender/Sexuality, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Sex and relationships, Child abuse/neglect that may have happened, Fear of the future/planning the future, Bullying, Friendship issues, Eating disorders, Drugs and alcohol, Domestic and family violence/fighting at home, Cyber Bullying, Phone addiction/fights, I think parents need an information/support group",With my parents,No,Sometimes,Instagram,Yes,"Hangout with friends and family, dear ones",3,Being around people you love,3,Less than 1 hour,1,Never smoked,Never,,Yes,Yes,Maybe,Disagree,"Uncertainty about which major or career path to choose, Submissions and project work",Maybe,Yes,Yes,Yes,Sometimes,Yes,Maybe,Maybe,Yes,Maybe,Yes,Sometimes,Yes,Yes,Sometimes,No
3/30/2021 17:11:45,Female,22,Hindu,Rural,1,No,Single,Between 4 and 7,Good,Homemade,Yes,Less than 1.5 L,Sometimes,Between 5 am and 7 am,Between 5 am and 7 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Science,Yes,Yes,"Teacher, Friend, Parent","Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Always did,Yes,No,Never,Yes,Family problems,"With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Yes,Instagram,Yes,"Hangout with friends and family, dear ones, Do nothing",2,"Being around people you love, Being around animals, Food",3,Less than 1 hour,2,Never smoked,,,Yes,Yes,Yes,Agree,"Pressure to succeed in academics, Financial stress",Yes,Yes,Yes,Yes,Yes,Yes,,,,,No,Yes,Yes,,Yes,No
3/30/2021 17:17:13,Male,20,Hindu,Urban,1,No,Single,More than 8,Dreams of success,Outside food,Sometimes,1.5  L,Yes,Never a constant time,Never a constant time,Yes,Co-ed (Girls and boys),Bus or van with other students,Geography,Maybe,No,I did not want support,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Many times,Yes,"School stress, Body image, Anxiety and or depression, Sex and relationships, Fear of the future/planning the future, Drugs and alcohol",With my parents,No,Yes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing",3,"Being around people you love, Your work/study, Food",5,Less than 1 hour,4,Never smoked,On occasion,,No,Yes,Maybe,Neutral,Uncertainty about which major or career path to choose,Maybe,Yes,Yes,Yes,Sometimes,No,Maybe,Maybe,No,No,Sometimes,No,Maybe,Not sure,Sometimes,No
3/30/2021 17:23:41,Female,23,Christian,Urban,2,No,In a relationship,Between 4 and 7,Good,Homemade,Sometimes,2.5 L,Yes,Between 7 am and 9 am,After 9 am,Yes,All girls,Car n walking,Science,Yes,Yes,Teacher,"Can afford the necessities, and occasional luxuries",Its bad,Science,Before/during UG,Sometimes,Yes,No,Only a few times,Yes,School stress,BF or GF,Yes,Sometimes,Instagram,Yes,"Hangout with friends and family, dear ones",5,Being around people you love,2,Less than 1 hour,5,Never smoked,Never,,Sometimes,Yes,Maybe,Agree,"Pressure to succeed in academics, Increased social media use, Submissions and project work",Yes,Yes,Yes,Yes,Sometimes,No,Yes,Maybe,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No
3/30/2021 18:28:21,Female,23,Hindu,Urban,2,No,Single,More than 8,Good,Homemade,No,2.5 L,No,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Foot,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Yes,No,Friend,"Can afford the necessities, and occasional luxuries",Did not have any peer pressure,Science,Before/during UG,Sometimes,No,Yes,Never,Yes,"School stress, Family problems, Self esteem, Bullying, I think parents need an information/support group","With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Sometimes,Instagram,No,"Hangout with friends and family, dear ones",4,Being around animals,3,1 hour,1,Never smoked,Never,,Sometimes,Yes,Yes,Agree,Submissions and project work,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Maybe,Yes,Yes,No
3/30/2021 18:41:49,Female,20,Hindu,Rural,None,Yes,Single,More than 8,Good,Homemade,Yes,1.5  L,No,After 9 am,Never a constant time,Yes,Co-ed (Girls and boys),Car or bike,Science,No,,,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Always did,Yes,No,Never,Yes,"Gender/Sexuality, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Friendship issues","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship)",No,No,"Instagram, Twitter",Yes,Sleep,5,Being around people you love,4,1 hour,5,Never smoked,Never,,No,Yes,Yes,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose, Increased social media use",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Maybe,Sometimes,Yes,Yes,Not sure,Yes,Yes
3/30/2021 18:45:46,Male,20,Hindu,Rural,None,No,Single,Between 4 and 7,Good,Homemade,Sometimes,2.5 L,Sometimes,Never a constant time,After 9 am,No,Co-ed (Girls and boys),Foot,Science,No,,,"Can afford the necessities, and occasional luxuries","It’s bad, but I have fallen for it",Science,Before/during UG,Sometimes,Yes,Yes,Only a few times,Yes,"School stress, Body image","With my parents, With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",Yes,Sometimes,"Facebook, Instagram",Yes,"Hangout with friends and family, dear ones, Sleep",3,Being around people you love,3,1 hour,3,Never smoked,On occasion,,No,I don't know,Maybe,Agree,"Pressure to succeed in academics, Submissions and project work",Yes,Yes,Yes,Yes,No,Yes,Maybe,Yes,Yes,Maybe,Sometimes,No,Yes,No,Maybe,No
3/30/2021 18:50:55,Male,21,Hindu,Urban,None,No,Single,Between 4 and 7,Good,Homemade,Yes,1.5  L,Sometimes,Between 5 am and 7 am,Between 5 am and 7 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Mathematics,Yes,Yes,Friend,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,Yes,No,Only a few times,No,"School stress, Family problems, Body image, Anxiety and or depression, Child abuse/neglect that may have happened, Fear of the future/planning the future, Drugs and alcohol, Domestic and family violence/fighting at home, Phone addiction/fights, I think parents need an information/support group","With my parents, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Sometimes,"Instagram, Twitter",Yes,"Hangout with friends and family, dear ones, Do nothing",4,"Being around people you love, Food",2,1 hour,4,Never smoked,Never,,Yes,I don't know,Yes,Neutral,"Pressure to succeed in academics, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Sometimes,Sometimes,Maybe,Yes,Yes,Yes
3/30/2021 18:53:20,Female,23,Hindu,Rural,1,Yes,In a relationship,Between 4 and 7,Good,Homemade,Yes,2.5 L,Sometimes,Between 5 am and 7 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Foot,Mathematics,Yes,No,Friend,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Sometimes,Yes,No,Never,No,"Family problems, Anxiety and or depression, Self-harm, I think parents need an information/support group",With my parents,Yes,Yes,"Instagram, Twitter",No,"Hangout with friends and family, dear ones, Sleep, Focus on myself ",4,"Being around people you love, Your work/study, Being around animals, Music, movies",4,2 hours,3,Never smoked,Never,,Yes,Yes,Maybe,Neutral,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Increased social media use",Yes,Yes,Yes,Maybe,Sometimes,Maybe,Yes,Yes,Yes,Maybe,Sometimes,Sometimes,Maybe,Yes,Yes,No
3/30/2021 18:58:59,Male,23,Hindu,Urban,None,No,Single,Between 4 and 7,Nightmare,Homemade,Yes,2.5 L,Yes,Between 7 am and 9 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Foot,Science,No,,There wasn't support I wanted to access,"Can afford the necessities, and occasional luxuries","It’s bad, but I have fallen for it",Science,Before 10th std,Sometimes,No,No,Never,Yes,"School stress, Fear of the future/planning the future",With my parents,No,Sometimes,Instagram,Yes,"Do nothing, Hobbies",1,Following my passion,1,1 hour,1,Never smoked,Never,,Yes,Yes,No,Agree,"Pressure to succeed in academics, Submissions and project work",I don't know,Yes,No,Maybe,No,Yes,No,Maybe,Yes,Maybe,Yes,No,No,No,Maybe,No
3/30/2021 19:15:53,Male,20,Hindu,Urban,2,No,Single,More than 8,Good,Homemade,Yes,1.5  L,Yes,Never a constant time,Never a constant time,Yes,Co-ed (Girls and boys),Car or bike,Science,Maybe,,,Finding it difficult to make ends meet,"It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Only a few times,Yes,,"With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), Siblings",No,Sometimes,"Facebook, Instagram, Twitter, Snapchat",Yes,Hangout or Play games,3,"Being around people you love, Food",3,Less than 1 hour,5,Never smoked,Never,,No,Yes,Not aware,Disagree,Pressure to succeed in academics,Maybe,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,No,Sometimes,No,No,Not sure,Yes,No
3/30/2021 19:18:36,Male,19,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Yes,2.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Science,No,No,I did not want support,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Only a few times,Yes,"Fear of the future/planning the future, Parental/family mental health",With my teachers,No,Yes,"Instagram, Twitter",Yes,"Hangout with friends and family, dear ones",3,Being around people you love,3,1 hour,1,Never smoked,Never,,No,Maybe,Maybe,Neutral,Uncertainty about which major or career path to choose,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Maybe,No,Yes,No,Yes,Yes,Yes,No
3/30/2021 19:23:16,Male,25,Hindu,Rural,2,Yes,In a relationship,Between 4 and 7,Dreams of failure,Homemade,Sometimes,3.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Car or bike,Mathematics,Yes,No,"Teacher, Friend, Parent",Finding it difficult to make ends meet,"It’s bad, but I have fallen for it",Commerce,Before/during UG,Always did,Yes,Yes,Many times,No,"School stress, Family problems",With my parents,Yes,Yes,"Facebook, Instagram",No,"Hangout with friends and family, dear ones, Sleep",4,"Being around people you love, Being around animals",4,Less than 1 hour,5,Never smoked,On occasion,,Sometimes,Yes,Yes,Agree,"Pressure to succeed in academics, Financial stress, Increased social media use",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,No,Not sure,Yes,No
3/30/2021 19:26:49,Female,22,Christian,Rural,1,No,In a relationship,Between 4 and 7,Good,Homemade,Yes,3.5 L,Yes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,,,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Others,Before/during UG,Sometimes,No,No,Never,Yes,"Body image, Anxiety and or depression, Suicidal thoughts","With my parents, With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",No,Yes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones",3,"Being around people you love, Being around animals, Food",3,More than 2 hours,5,Never smoked,Never,,Yes,Yes,Maybe,Agree,"Financial stress, Submissions and project work",Maybe,I don't know,No,I don't know,Sometimes,Yes,I don't know,Maybe,Yes,Maybe,Yes,No,No,,Yes,No
3/30/2021 19:29:04,Female,22,Hindu,Rural,None,No,Single,Between 4 and 7,Good,Homemade,Sometimes,More than 3.5 L,Yes,Never a constant time,Never a constant time,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,No,There wasn't support I wanted to access,"Can afford the necessities, not more","It’s bad, but I have fallen for it",Commerce,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Many times,No,"School stress, Family problems, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Sex and relationships, Child abuse/neglect that may have happened, Fear of the future/planning the future, Bullying, Parental/family mental health, Friendship issues, Eating disorders, Domestic and family violence/fighting at home, Phone addiction/fights, I think parents need an information/support group",Internet friend,Yes,No,"Instagram, Snapchat",No,Do nothing,3,Being around animals,1,1 hour,1,Sometimes,On occasion,,Yes,No,No,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose",Maybe,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes
3/30/2021 19:32:26,Female,21,Hindu,Urban,1,No,Single,Between 4 and 7,Nightmare,Homemade,Sometimes,2.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Mathematics,Maybe,No,"Teacher, Parent","Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 10th std,Sometimes,No,No,Never,Yes,"School stress, Anxiety and or depression, Fear of the future/planning the future",With my parents,Yes,Yes,"Facebook, Instagram",Yes,"Sleep, Do nothing",3,"Being around people you love, Your work/study",2,1 hour,5,Never smoked,Never,,Sometimes,Yes,Not aware,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose, Submissions and project work",No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
3/30/2021 19:40:34,Male,23,Other,Urban,1,No,Single,More than 8,Good,Outside food,Yes,2.5 L,Sometimes,Between 7 am and 9 am,After 9 am,No,Co-ed (Girls and boys),Combination of all 3 occasionally ,Science,No,Yes,I did not want support,"Can afford the necessities, not more",It's bad,Science,Before 12th std (10th std - 11th std),Sometimes,No,No,Only a few times,Yes,I think parents need an information/support group,Not sure what u mean there,No,No,"Instagram, Twitter",Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing, Travel and stuff",3,"Being around people you love, Being around animals, Food",4,Less than 1 hour,4,Never smoked,Never,,Sometimes,No,No,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",No,Yes,Yes,Yes,No,Yes,No,No,Yes,Maybe,Sometimes,No,Maybe,No,No,Yes
